0;0;0;0;land;false;unknown;0
1;63;239;217;land;false;plains;1
2;194;245;210;land;false;plains;1
3;226;232;250;land;false;plains;1
4;231;148;159;land;false;plains;1
5;186;199;239;land;false;plains;1
6;133;227;207;land;false;plains;1
7;230;235;102;land;false;plains;1
8;204;178;226;land;false;plains;1
9;190;99;227;land;false;plains;1
10;195;137;243;land;false;plains;1
11;245;200;191;land;false;plains;1
12;216;249;73;land;false;plains;1
13;196;160;215;land;false;plains;1
14;156;226;123;land;false;plains;1
15;196;213;244;land;false;plains;1
16;197;232;147;land;false;plains;1
17;238;211;91;land;false;plains;1
18;184;236;227;land;false;plains;1
19;210;166;183;land;false;plains;1
20;220;203;200;land;false;plains;1
21;248;230;82;land;false;plains;1
22;218;231;178;land;false;plains;1
23;190;201;140;land;false;plains;1
24;148;242;178;land;false;plains;1
25;156;100;250;land;false;plains;1
26;242;162;250;land;false;plains;1
27;140;183;219;land;false;plains;1
28;38;242;233;land;false;plains;1
29;246;84;243;land;false;plains;1
30;203;243;177;land;true;plains;1
31;204;191;119;land;false;plains;1
32;165;187;197;land;false;plains;1
33;190;192;248;land;false;plains;1
34;155;232;210;land;false;plains;1
35;253;58;246;land;false;plains;1
36;120;197;227;land;false;plains;1
37;106;229;186;land;false;plains;1
38;135;238;237;land;false;plains;1
39;207;192;163;land;false;plains;1
40;250;227;190;land;false;plains;1
41;196;173;163;land;false;plains;1
42;251;164;228;land;false;plains;1
43;172;172;189;land;false;plains;1
44;221;130;222;land;false;plains;1
45;149;180;236;land;false;plains;1
46;176;182;191;land;false;plains;1
47;219;124;223;land;false;plains;1
48;125;233;175;land;false;plains;1
49;197;179;199;land;false;plains;1
50;146;217;237;land;false;plains;1
51;222;249;234;land;false;plains;1
52;223;54;246;land;false;plains;1
53;206;215;160;land;false;plains;1
54;226;129;222;land;false;plains;1
55;161;236;135;land;true;plains;1
56;245;102;222;land;false;plains;1
57;220;166;157;land;false;plains;1
58;215;142;202;land;false;plains;1
59;247;238;174;land;false;plains;1
60;31;247;240;land;false;plains;1
61;154;150;251;land;false;plains;1
62;243;76;202;land;false;plains;1
63;234;140;137;land;false;plains;1
64;197;112;196;land;false;plains;1
65;163;117;229;land;false;plains;1
66;224;156;151;land;false;plains;1
67;91;210;220;land;false;plains;1
68;249;237;71;land;false;plains;1
69;123;222;169;land;false;plains;1
70;152;207;230;land;false;plains;1
71;245;34;234;land;false;plains;1
72;244;162;117;land;false;plains;1
73;241;122;243;land;false;plains;1
74;195;220;143;land;false;plains;1
75;166;225;112;land;false;plains;1
76;226;165;225;land;false;plains;1
77;197;149;239;land;false;plains;1
78;238;198;75;land;false;plains;1
79;207;62;249;land;false;plains;1
80;208;137;174;land;false;plains;1
81;201;188;140;land;false;plains;1
82;161;147;194;land;false;plains;1
83;238;239;187;land;false;plains;1
84;85;234;199;land;false;plains;1
85;148;168;237;land;false;plains;1
86;254;243;248;land;false;plains;1
87;141;239;229;land;false;plains;1
88;115;225;226;land;false;plains;1
89;223;184;153;land;false;plains;1
90;118;250;244;land;false;plains;1
91;230;214;225;land;false;plains;1
92;208;194;124;land;false;plains;1
93;231;116;250;land;false;plains;1
94;170;157;234;land;false;plains;1
95;251;254;240;land;false;plains;1
96;150;238;232;land;false;plains;1
97;220;218;131;land;false;plains;1
98;253;246;197;land;false;plains;1
99;215;180;117;land;false;plains;1
100;251;236;118;land;false;plains;1
101;74;245;182;land;false;plains;1
102;212;221;209;land;false;plains;1
103;222;201;99;land;false;plains;1
104;162;227;203;land;false;plains;1
105;219;160;183;land;false;plains;1
106;144;206;204;land;false;plains;1
107;244;163;247;land;false;plains;1
108;248;209;52;land;false;plains;1
109;35;243;236;land;false;plains;1
110;200;162;140;land;false;plains;1
111;214;228;141;land;false;plains;1
112;253;242;158;land;false;plains;1
113;245;170;141;land;false;plains;1
114;103;252;253;land;false;plains;1
115;134;249;172;land;false;plains;1
116;138;201;236;land;false;plains;1
117;128;221;224;land;false;plains;1
118;178;213;128;land;false;plains;1
119;219;80;250;land;false;plains;1
120;211;119;248;land;false;plains;1
121;203;200;122;land;false;plains;1
122;217;150;214;land;false;plains;1
123;200;138;226;land;false;plains;1
124;214;216;137;land;false;plains;1
125;179;70;252;land;false;plains;1
126;211;221;85;land;false;plains;1
127;240;214;102;land;false;plains;1
128;157;221;127;land;false;plains;1
129;127;236;154;land;false;plains;1
130;190;158;173;land;false;plains;1
131;248;147;200;land;false;plains;1
132;139;191;214;land;false;plains;1
133;70;218;225;land;false;plains;1
134;214;199;103;land;false;plains;1
135;253;131;201;land;false;plains;1
136;111;252;234;land;false;plains;1
137;239;180;133;land;false;plains;1
138;114;243;248;land;false;plains;1
139;230;254;210;land;false;plains;1
140;179;133;251;land;false;plains;1
141;156;150;244;land;false;plains;1
142;85;246;228;land;false;plains;1
143;233;170;160;land;false;plains;1
144;139;176;217;land;false;plains;1
145;211;210;133;land;false;plains;1
146;173;188;167;land;false;plains;1
147;226;62;242;land;false;plains;1
148;84;251;201;land;false;plains;1
149;130;207;171;land;false;plains;1
150;243;143;152;land;false;plains;1
151;138;224;231;land;false;plains;1
152;176;207;210;land;false;plains;1
